Product Name,Total_Sales,Total_Profit,Total_Orders,Avg_Discount,Profit_Margin,Sales_Score,Profit_Score,Total_Score,Segment
"ACCOHIDE 3-Ring Binder, Blue, 1""",147.028,50.7164,13,0.16153846153846155,34.49438202247192,2,3,5,Profitable
ACCOHIDE Binder by Acco,65.25399999999999,19.287100000000002,4,0.22499999999999998,29.556962025316462,1,2,3,Risky
APC 7 Outlet Network SurgeArrest Surge Protector,1207.2,80.47999999999998,8,0.225,6.666666666666663,4,3,7,Star Product
ARKON Windshield Dashboard Air Vent Car Mount Holder,216.95999999999998,-15.594000000000001,4,0.1,-7.187500000000001,2,1,3,Risky
AT&T 1070 Corded Phone,1070.304,133.788,3,0.20000000000000004,12.5,3,3,6,Profitable
AT&T 1080 Corded phone,1945.258,145.2094,7,0.2,7.464788732394366,4,4,8,Star Product
AT&T 1080 Phone,1589.084,271.24019999999996,3,0.13333333333333333,17.068965517241377,4,4,8,Star Product
AT&T 17929 Lendline Telephone,1339.104,167.388,10,0.14,12.5,4,4,8,Star Product
AT&T 841000 Phone,1614.6,165.6,7,0.17142857142857146,10.256410256410255,4,4,8,Star Product
AT&T CL2909,755.9399999999999,50.395999999999994,3,0.26666666666666666,6.666666666666667,3,3,6,Profitable
AT&T CL82213,481.234,131.3247,5,0.04,27.289156626506028,3,3,6,Profitable
AT&T CL83451 4-Handset Telephone,1936.306,473.777,4,0.1,24.46808510638298,4,4,8,Star Product
AT&T EL51110 DECT,377.97,109.6113,1,0.0,28.999999999999996,3,3,6,Profitable
AT&T SB67148 SynJ,475.128,89.74640000000001,3,0.13333333333333333,18.888888888888893,3,3,6,Profitable
AT&T TR1909W,1738.662,340.173,4,0.1,19.565217391304348,4,4,8,Star Product
Aastra 57i VoIP phone,3684.708,575.3316,7,0.14285714285714285,15.614035087719296,4,4,8,Star Product
Aastra 6757i CT Wireless VoIP phone,2929.984,482.5856,6,0.16666666666666666,16.470588235294116,4,4,8,Star Product
Acco 3-Hole Punch,137.53199999999998,55.538399999999996,9,0.23333333333333334,40.382165605095544,2,3,5,Profitable
Acco 6 Outlet Guardian Basic Surge Suppressor,38.272,-3.6608,2,0.4,-9.565217391304348,1,1,2,Loss Maker
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,289.456,-113.76719999999999,6,0.4000000000000001,-39.303797468354425,2,1,3,Risky
Acco 6 Outlet Guardian Premium Surge Suppressor,432.432,60.424,8,0.1625,13.973063973063974,3,3,6,Profitable
Acco 6 Outlet Guardian Standard Surge Suppressor,149.916,22.971,5,0.2,15.32258064516129,2,2,4,Risky
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",3039.5,401.21400000000006,7,0.2857142857142857,13.200000000000001,4,4,8,Star Product
"Acco Banker's Clasps, 5 3/4""-Long",40.896,18.0,5,0.08,44.01408450704225,1,2,3,Risky
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",66.03,30.2815,5,0.04,45.86021505376344,1,2,3,Risky
Acco D-Ring Binder w/DublLock,235.18,-102.8378,9,0.6222222222222222,-43.72727272727273,2,1,3,Risky
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",287.868,64.1445,10,0.29,22.282608695652172,2,3,5,Profitable
Acco Economy Flexible Poly Round Ring Binder,11.484,-5.742,4,0.6,-50.0,1,1,2,Loss Maker
Acco Expandable Hanging Binders,38.918,1.0208000000000004,4,0.35,2.6229508196721323,1,1,2,Loss Maker
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",410.004,111.2868,10,0.29,27.142857142857142,3,3,6,Profitable
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",122.18,7.449999999999999,6,0.4000000000000001,6.097560975609755,2,1,3,Risky
Acco Glide Clips,19.6,9.604,1,0.0,48.99999999999999,1,1,2,Loss Maker
Acco Hanging Data Binders,41.910000000000004,8.2296,7,0.32857142857142857,19.636363636363633,1,1,2,Loss Maker
Acco Hot Clips Clips to Go,67.116,25.497500000000002,6,0.13333333333333333,37.990196078431374,1,2,3,Risky
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",175.388,73.8674,7,0.1142857142857143,42.11656441717791,2,3,5,Profitable
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",62.946,-0.16139999999999866,4,0.55,-0.2564102564102543,1,1,2,Loss Maker
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",67.25,19.6908,5,0.26,29.28,1,2,3,Risky
Acco Perma 2700 Stacking Storage Drawers,208.18,5.948,4,0.1,2.857142857142857,2,1,3,Risky
Acco Perma 3000 Stacking Storage Drawers,373.44399999999996,16.5742,6,0.13333333333333333,4.438202247191012,3,2,5,Profitable
Acco Perma 4000 Stacking Storage Drawers,457.96799999999996,30.044,11,0.09090909090909091,6.560283687943263,3,2,5,Profitable
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",59.817,13.1826,5,0.3,22.038216560509554,1,2,3,Risky
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",63.627,-13.906500000000001,8,0.5625,-21.856287425149702,1,1,2,Loss Maker
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",131.097,18.412499999999998,11,0.4636363636363636,14.044943820224717,2,2,4,Risky
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",91.44,34.8996,9,0.15555555555555556,38.166666666666664,1,2,3,Risky
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",85.255,8.669999999999998,4,0.475,10.169491525423727,1,1,2,Loss Maker
Acco Side-Punched Conventional Columnar Pads,41.64,-7.8075,4,0.2,-18.75,1,1,2,Loss Maker
"Acco Six-Outlet Power Strip, 4' Cord Length",343.076,81.5452,9,0.022222222222222223,23.768844221105525,3,3,6,Profitable
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,448.902,-7.041599999999996,4,0.30000000000000004,-1.5686274509803915,3,1,4,Risky
"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",452.96500000000003,105.48499999999999,3,0.10000000000000002,23.287671232876708,3,3,6,Profitable
Acco Suede Grain Vinyl Round Ring Binder,38.641999999999996,-4.892799999999999,8,0.5375,-12.661870503597122,1,1,2,Loss Maker
Acco Translucent Poly Ring Binders,91.728,16.2864,8,0.3125,17.75510204081633,1,2,3,Risky
Accohide Poly Flexible Ring Binders,43.758,-19.822000000000003,8,0.5375,-45.2991452991453,1,1,2,Loss Maker
"Acme 10"" Easy Grip Assistive Scissors",448.76800000000003,129.722,8,0.025,28.90625,3,3,6,Profitable
Acme Box Cutter Scissors,306.9,72.2238,6,0.03333333333333333,23.533333333333335,2,3,5,Profitable
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",45.144,10.1916,3,0.06666666666666667,22.575757575757574,1,2,3,Risky
Acme Design Stainless Steel Bent Scissors,88.92,24.0084,3,0.0,27.0,1,2,3,Risky
Acme Elite Stainless Steel Scissors,95.076,21.0168,5,0.08,22.10526315789474,1,2,3,Risky
Acme Forged Steel Scissors with Black Enamel Handles,279.3,67.7768,8,0.05,24.266666666666666,2,3,5,Profitable
Acme Galleria Hot Forged Steel Scissors with Colored Handles,195.05200000000002,49.8641,3,0.06666666666666667,25.564516129032256,2,3,5,Profitable
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",458.7,103.416,7,0.08571428571428573,22.545454545454547,3,3,6,Profitable
Acme Kleen Earth Office Shears,44.232,11.1744,5,0.08,25.263157894736842,1,2,3,Risky
Acme Kleencut Forged Steel Scissors,35.587999999999994,7.462,3,0.13333333333333333,20.967741935483875,1,1,2,Loss Maker
Acme Office Executive Series Stainless Steel Trimmers,159.402,26.2242,7,0.08571428571428573,16.451612903225808,2,2,4,Risky
Acme Preferred Stainless Steel Scissors,90.88,26.3552,4,0.0,29.000000000000004,1,2,3,Risky
Acme Rosewood Handle Letter Opener,43.67,-3.4936000000000003,3,0.06666666666666667,-8.0,1,1,2,Loss Maker
Acme Serrated Blade Letter Opener,13.992,-1.7489999999999999,2,0.1,-12.499999999999998,1,1,2,Loss Maker
Acme Softgrip Scissors,166.056,33.1298,4,0.1,19.950980392156865,2,2,4,Risky
Acme Stainless Steel Office Snips,81.424,12.431700000000001,4,0.1,15.267857142857144,1,2,3,Risky
Acme Tagit Stainless Steel Antibacterial Scissors,196.01999999999998,37.026,6,0.10000000000000002,18.888888888888893,2,2,4,Risky
Acme Titanium Bonded Scissors,102.0,20.23,5,0.08,19.833333333333332,2,2,4,Risky
Acme Value Line Scissors,76.64999999999999,20.44,10,0.06000000000000001,26.66666666666667,1,2,3,Risky
Acrylic Self-Standing Desk Frames,93.984,32.7342,8,0.07500000000000001,34.82954545454546,1,2,3,Risky
"Adams ""While You Were Out"" Message Pads",72.848,31.400000000000002,5,0.04,43.10344827586207,1,2,3,Risky
"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",227.04,104.4384,8,0.0,46.0,2,3,5,Profitable
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",94.928,43.1364,3,0.06666666666666667,45.44117647058824,1,2,3,Risky
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",172.672,72.70400000000001,7,0.028571428571428574,42.10526315789474,2,3,5,Profitable
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",132.888,60.9168,10,0.04,45.84070796460177,2,3,5,Profitable
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",223.44,111.72,7,0.0,50.0,2,3,5,Profitable
"Adams Telephone Message Books, 5 1/4” x 11”",80.936,32.918,5,0.16,40.67164179104477,1,2,3,Risky
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",40.896,16.3584,3,0.06666666666666667,40.0,1,2,3,Risky
Adjustable Depth Letter/Legal Cart,7730.196,1932.549,11,0.06666666666666667,25.0,4,4,8,Star Product
Adjustable Personal File Tote,270.24800000000005,53.3984,5,0.08,19.75903614457831,2,3,5,Profitable
Adtran 1202752G1,1990.6419999999998,312.4552,5,0.16,15.69620253164557,4,4,8,Star Product
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",1051.7759999999998,277.2864,4,0.05,26.363636363636367,3,4,7,Star Product
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",822.738,311.7744,5,0.04,37.89473684210527,3,4,7,Star Product
Advantus Map Pennant Flags and Round Head Tacks,87.69,20.54,6,0.06666666666666667,23.423423423423422,1,2,3,Risky
Advantus Motivational Note Cards,227.94,94.32000000000001,5,0.12000000000000002,41.379310344827594,2,3,5,Profitable
Advantus Panel Wall Acrylic Frame,87.52,25.162,5,0.2,28.749999999999996,1,2,3,Risky
Advantus Panel Wall Certificate Holder - 8.5x11,270.84,108.092,6,0.06666666666666667,39.90990990990991,2,3,5,Profitable
Advantus Plastic Paper Clips,225.0,102.8,10,0.06000000000000001,45.68888888888889,2,3,5,Profitable
Advantus Push Pins,54.936,20.2086,7,0.05714285714285715,36.78571428571429,1,2,3,Risky
"Advantus Push Pins, Aluminum Head",139.44,43.2264,5,0.0,31.0,2,2,4,Risky
Advantus Rolling Drawer Organizers,1115.92,233.18880000000001,6,0.10000000000000002,20.896551724137932,3,4,7,Star Product
Advantus Rolling Storage Box,428.75,90.7235,10,0.08,21.16,3,3,6,Profitable
Advantus SlideClip Paper Clips,46.376000000000005,19.778,3,0.06666666666666667,42.647058823529406,1,2,3,Risky
Advantus T-Pin Paper Clips,64.042,20.0244,5,0.12000000000000002,31.267605633802813,1,2,3,Risky
Airmail Envelopes,1359.6660000000002,514.4909,6,0.13333333333333333,37.839506172839506,4,4,8,Star Product
Akro Stacking Bins,91.524,-6.9432,6,0.10000000000000002,-7.586206896551724,1,1,2,Loss Maker
Akro-Mils 12-Gallon Tote,113.202,21.548099999999998,4,0.1,19.035087719298243,2,2,4,Risky
"Alliance Big Bands Rubber Bands, 12/Pack",29.7,0.0,4,0.0,0.0,1,1,2,Loss Maker
Alliance Rubber Bands,13.440000000000001,0.5376000000000001,2,0.0,4.0,1,1,2,Loss Maker
"Alliance Super-Size Bands, Assorted Sizes",197.61200000000002,-10.3474,4,0.05,-5.2362204724409445,2,1,3,Risky
Alphabetical Labels for Top Tab Filing,518.0,244.2,9,0.06666666666666668,47.14285714285714,3,4,7,Star Product
Aluminum Document Frame,244.39999999999998,56.211999999999996,5,0.08,23.0,2,3,5,Profitable
Aluminum Screw Posts,354.032,41.202,11,0.43636363636363634,11.637931034482758,3,2,5,Profitable
AmazonBasics 3-Button USB Wired Mouse,88.074,32.2938,5,0.08,36.666666666666664,1,2,3,Risky
American Pencil,48.93,14.189699999999998,6,0.0,28.999999999999996,1,2,3,Risky
Ames Color-File Green Diamond Border X-ray Mailers,1360.476,559.3068000000001,4,0.05,41.111111111111114,4,4,8,Star Product
Ampad #10 Peel & Seel Holiday Envelopes,53.760000000000005,25.8048,3,0.0,48.0,1,2,3,Risky
"Ampad Evidence Wirebond Steno Books, 6"" x 9""",27.468,11.2924,4,0.1,41.111111111111114,1,2,3,Risky
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",106.72200000000001,47.187,8,0.05,44.21487603305784,2,3,5,Profitable
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",124.8,56.16,5,0.0,44.99999999999999,2,3,5,Profitable
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",38.135999999999996,15.663,4,0.05,41.07142857142858,1,2,3,Risky
Anderson Hickey Conga Table Tops & Accessories,51.782,-17.514499999999998,2,0.30000000000000004,-33.8235294117647,1,1,2,Loss Maker
"Angle-D Binders with Locking Rings, Label Holders",197.82999999999998,35.332,10,0.32999999999999996,17.85977859778598,2,2,4,Risky
Angle-D Ring Binders,39.384,-1.9691999999999992,6,0.5333333333333333,-4.999999999999998,1,1,2,Loss Maker
Anker 24W Portable Micro USB Car Charger,61.544,14.0672,2,0.30000000000000004,22.857142857142858,1,2,3,Risky
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,339.83,23.1884,6,0.23333333333333336,6.8235294117647065,3,2,5,Profitable
Anker Astro 15000mAh USB Portable Charger,599.88,-23.995199999999997,5,0.08,-3.9999999999999996,3,1,4,Risky
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,147.926,-31.984,4,0.2,-21.621621621621625,2,1,3,Risky
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,499.75,99.55019999999999,5,0.08,19.919999999999998,3,3,6,Profitable
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,491.836,32.989000000000004,4,0.05,6.707317073170732,3,2,5,Profitable
Apple EarPods with Remote and Mic,251.91,50.382,4,0.1,20.0,2,3,5,Profitable
Apple iPhone 5,12996.600000000002,1611.5784,6,0.20000000000000004,12.399999999999999,4,4,8,Star Product
Apple iPhone 5C,1339.866,229.977,4,0.15000000000000002,17.16417910447761,4,4,8,Star Product
Apple iPhone 5S,4901.914000000001,512.991,4,0.2,10.465116279069765,4,4,8,Star Product
Array Memo Cubes,54.908,25.848200000000002,3,0.06666666666666667,47.075471698113205,1,2,3,Risky
"Array Parchment Paper, Assorted Colors",106.288,49.504000000000005,4,0.05,46.57534246575344,2,3,5,Profitable
Artistic Insta-Plaque,156.8,61.152,3,0.0,38.99999999999999,2,3,5,Profitable
Assorted Color Push Pins,34.39,8.923300000000001,8,0.1,25.947368421052637,1,1,2,Loss Maker
Astroparche Fine Business Paper,144.672,65.0496,6,0.06666666666666667,44.96350364963504,2,3,5,Profitable
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",1979.88,593.964,4,0.0,30.0,4,4,8,Star Product
Ativa MDM8000 8-Sheet Micro-Cut Shredder,917.8979999999999,393.2563,2,0.1,42.84313725490196,3,4,7,Star Product
Ativa V4110MDD Micro-Cut Shredder,7699.89,3772.9461,2,0.0,49.0,4,4,8,Star Product
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",400.0268,-113.2606,2,0.51,-28.313253012048197,3,1,4,Risky
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",7539.7122,780.3302,8,0.18375,10.349601938386984,4,4,8,Star Product
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",5184.081,-126.44099999999996,6,0.26666666666666666,-2.4390243902439015,4,1,5,Profitable
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",5492.885,15.049,8,0.31625,0.273972602739726,4,2,6,Profitable
Avanti 1.7 Cu. Ft. Refrigerator,2221.56,476.6256,4,0.1,21.454545454545457,4,4,8,Star Product
Avanti 4.4 Cu. Ft. Refrigerator,3511.012,383.6776,7,0.14285714285714285,10.92783505154639,4,4,8,Star Product
Avaya 4621SW VoIP phone,709.92,79.866,4,0.2,11.25,3,3,6,Profitable
Avaya 5410 Digital phone,625.508,-10.878400000000003,4,0.30000000000000004,-1.739130434782609,3,1,4,Risky
Avaya 5420 Digital phone,1538.886,323.976,3,0.06666666666666667,21.05263157894737,4,4,8,Star Product
Avaya IP Phone 1140E VoIP phone,1394.95,362.687,1,0.0,26.0,4,4,8,Star Product
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",20.65,9.498999999999999,2,0.0,46.0,1,1,2,Loss Maker
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",137.808,-14.4072,6,0.3833333333333333,-10.454545454545455,2,1,3,Risky
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",1233.412,524.5054,11,0.09090909090909091,42.524752475247524,4,4,8,Star Product
Avery 473,248.4,119.232,6,0.0,48.0,2,3,5,Profitable
Avery 474,78.336,34.272,9,0.1111111111111111,43.75,1,2,3,Risky
Avery 475,266.4,133.2,4,0.0,50.0,2,3,5,Profitable
Avery 476,137.11599999999999,54.5986,10,0.08,39.81927710843374,2,3,5,Profitable
Avery 477,573.9639999999999,244.23999999999998,4,0.05,42.5531914893617,3,4,7,Star Product
Avery 478,88.38,43.3062,4,0.0,49.0,1,2,3,Risky
Avery 479,16.704,6.8382,3,0.06666666666666667,40.9375,1,1,2,Loss Maker
Avery 48,90.72,39.69,3,0.06666666666666667,43.75,1,2,3,Risky
Avery 480,89.25,42.45,6,0.03333333333333333,47.563025210084035,1,2,3,Risky
Avery 481,91.168,43.120000000000005,5,0.04,47.2972972972973,1,2,3,Risky
Avery 482,11.56,5.4332,2,0.0,47.0,1,1,2,Loss Maker
Avery 483,83.664,32.569199999999995,6,0.10000000000000002,38.92857142857142,1,2,3,Risky
Avery 484,9.216,3.3408,1,0.2,36.25000000000001,1,1,2,Loss Maker
Avery 485,639.03,300.3441,8,0.0,47.00000000000001,3,4,7,Star Product
Avery 486,168.13,75.1468,9,0.044444444444444446,44.69565217391304,2,3,5,Profitable
Avery 487,84.87,35.9775,7,0.05714285714285715,42.39130434782608,1,2,3,Risky
Avery 488,51.03,23.183999999999997,6,0.06666666666666667,45.432098765432094,1,2,3,Risky
Avery 489,159.39,73.278,5,0.04,45.974025974025984,2,3,5,Profitable
Avery 49,66.816,31.564799999999998,6,0.03333333333333333,47.241379310344826,1,2,3,Risky
Avery 490,177.6,81.4,5,0.08,45.833333333333336,2,3,5,Profitable
Avery 491,45.43,18.6676,3,0.13333333333333333,41.090909090909086,1,2,3,Risky
Avery 492,53.568,22.464,5,0.08,41.935483870967744,1,2,3,Risky
Avery 493,55.974000000000004,23.4207,4,0.1,41.84210526315789,1,2,3,Risky
Avery 494,56.376,23.959799999999998,6,0.10000000000000002,42.5,1,2,3,Risky
Avery 495,97.02,42.588,4,0.05,43.8961038961039,1,2,3,Risky
Avery 496,50.25,22.950000000000003,4,0.1,45.671641791044784,1,2,3,Risky
Avery 497,24.023999999999997,11.211200000000002,2,0.1,46.66666666666668,1,2,3,Risky
Avery 498,35.258,15.3459,3,0.06666666666666667,43.52459016393443,1,2,3,Risky
Avery 499,176.292,68.724,11,0.10909090909090911,38.983050847457626,2,3,5,Profitable
Avery 5,5.76,2.8224,1,0.0,49.00000000000001,1,1,2,Loss Maker
Avery 50,235.564,102.74600000000001,5,0.04,43.61702127659575,2,3,5,Profitable
Avery 500,58.48,27.4856,2,0.0,47.0,1,2,3,Risky
Avery 501,66.42,23.3946,8,0.17500000000000002,35.22222222222222,1,2,3,Risky
Avery 502,17.64,6.1739999999999995,3,0.20000000000000004,35.0,1,1,2,Loss Maker
Avery 503,155.25,74.52,4,0.0,48.0,2,3,5,Profitable
Avery 505,372.96000000000004,165.76000000000002,7,0.1142857142857143,44.44444444444445,3,4,7,Star Product
Avery 506,66.08,28.166600000000003,3,0.06666666666666667,42.62500000000001,1,2,3,Risky
Avery 507,24.192,8.64,2,0.1,35.714285714285715,1,1,2,Loss Maker
Avery 508,87.398,39.8201,6,0.06666666666666667,45.561797752808985,1,2,3,Risky
Avery 509,32.364000000000004,14.041799999999999,4,0.05,43.38709677419354,1,2,3,Risky
Avery 51,95.75999999999999,41.328,5,0.04,43.15789473684211,1,2,3,Risky
Avery 510,21.75,8.100000000000001,3,0.13333333333333333,37.24137931034483,1,1,2,Loss Maker
Avery 511,56.672,24.64,6,0.10000000000000002,43.47826086956522,1,2,3,Risky
Avery 512,84.388,35.373599999999996,5,0.08,41.91780821917808,1,2,3,Risky
Avery 513,93.624,34.4616,5,0.08,36.80851063829787,1,2,3,Risky
Avery 514,47.808,22.8384,4,0.05,47.77108433734939,1,2,3,Risky
Avery 515,62.650000000000006,29.445500000000003,2,0.0,47.0,1,2,3,Risky
Avery 516,109.64999999999999,51.535500000000006,4,0.0,47.00000000000001,2,3,5,Profitable
Avery 517,44.28,18.8559,4,0.05,42.58333333333333,1,2,3,Risky
Avery 518,106.47,49.14,8,0.05,46.15384615384615,2,3,5,Profitable
Avery 519,121.34599999999999,51.6086,6,0.06666666666666667,42.53012048192772,2,3,5,Profitable
Avery 52,68.634,31.475699999999996,6,0.03333333333333333,45.86021505376344,1,2,3,Risky
Avery 520,46.620000000000005,22.05,5,0.04,47.29729729729729,1,2,3,Risky
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",277.38,126.684,7,0.05714285714285715,45.67164179104478,2,3,5,Profitable
Avery Arch Ring Binders,1318.87,87.15000000000003,10,0.39,6.607929515418505,4,3,7,Star Product
Avery Binder Labels,26.063,9.8806,4,0.22499999999999998,37.91044776119403,1,1,2,Loss Maker
Avery Binding System Hidden Tab Executive Style Index Sets,91.743,16.733,8,0.3625,18.238993710691826,1,2,3,Risky
Avery Durable Binders,87.264,13.824,12,0.3333333333333333,15.841584158415841,1,2,3,Risky
"Avery Durable Plastic 1"" Binders",116.224,37.5004,7,0.32857142857142857,32.265625,2,2,4,Risky
Avery Durable Poly Binders,82.95,-15.5946,6,0.5333333333333333,-18.8,1,1,2,Loss Maker
Avery Durable Slant Ring Binders,51.480000000000004,-23.76,5,0.6199999999999999,-46.15384615384615,1,1,2,Loss Maker
Avery Durable Slant Ring Binders With Label Holder,90.706,12.456400000000002,9,0.4888888888888888,13.732718894009219,1,2,3,Risky
"Avery Durable Slant Ring Binders, No Labels",89.55,13.611600000000001,9,0.36666666666666664,15.200000000000003,1,2,3,Risky
Avery File Folder Labels,113.472,48.8448,13,0.1076923076923077,43.045685279187815,2,3,5,Profitable
"Avery Flip-Chart Easel Binder, Black",239.466,37.8222,4,0.425,15.794392523364486,2,2,4,Risky
